occupation_code,occupation_code_name,main_staff_group,broad_staff_group,detailed_staff_group,occupation_level,care_setting_or_specialty,is_currently_valid
S8T,Student/Trainee in Operating Theatres,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Operating Theatres,True
S8U,Student/Trainee in Social Services,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Social Services,True
S8V,Student/Trainee in Osteopathy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Student/Trainee,Osteopathy,True
S8W,Student/Trainee in Optometry,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Optometry,True
S8X,Student/Trainee in Other ST&T Staff,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Student/Trainee,Other ST&T Staff,True
S9A,Assistant in Chiropody/Podiatry,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Chiropody/Podiatry,True
S9B,Assistant in Dietetics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Dietetics,True
S9C,Assistant in Occupational Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Occupational Therapy,True
S9D,Assistant in Orthoptics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Orthoptics,True
S9E,Assistant in Physiotherapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Physiotherapy,True
S9F,Assistant in Radiography (diagnostic),Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Radiography (diagnostic),True
S9G,Assistant in Radiography (therapeutic),Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Radiography (therapeutic),True
S9H,Assistant in Art/Music/Dramatherapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Art/Music/Dramatherapy,True
S9I,Assistant in Prosthetics and Orthotics,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Prosthetics and Orthotics,True
S9J,Assistant in Speech & Language Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Speech & Language Therapy,True
S9K,Assistant in Multi-therapies,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant,Multi-therapies,True
S9L,Assistant in Applied Psychology,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant,Applied Psychology,True
S9N,Helper/Assistant in Medical Physics,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Helper/Assistant,Medical Physics,False
S9P,Assistant in Pharmacy,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant,Pharmacy,True
S9Q,Helper/Assistant in Pathology,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Helper/Assistant,Pathology,False
S9R,Assistant in Dental,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant,Dental,True
S9S,Helper/Assistant in Physiological Measurement,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Helper/Assistant,Physiological Measurement,False
S9T,Assistant in Operating Theatres,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Operating Theatres,True
S9U,Assistant in Social Services,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant,Social Services,True
S9V,Assistant in Osteopathy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Assistant,Osteopathy,True
S9W,Assistant in Optometry,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant,Optometry,True
S9X,Assistant in Other ST&T Staff,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Assistant,Other ST&T Staff,True
SAA,Consultant Therapist/Scientist in Chiropody/Podiatry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Chiropody/Podiatry,True
SAB,Consultant Therapist/Scientist in Dietetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Dietetics,True
SAC,Consultant Therapist/Scientist in Occupational Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Occupational Therapy,True
SAD,Consultant Therapist/Scientist in Orthoptics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Orthoptics,True
SAE,Consultant Therapist/Scientist in Physiotherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Physiotherapy,True
SAF,Consultant Therapist/Scientist in Radiography (diagnostic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Radiography (diagnostic),True
SAG,Consultant Therapist/Scientist in Radiography (therapeutic),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Radiography (therapeutic),True
SAH,Consultant Therapist/Scientist in Art/Music/Dramatherapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Art/Music/Dramatherapy,True
SAI,Consultant Therapist/Scientist in Prosthetics and Orthotics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Prosthetics and Orthotics,True
SAJ,Consultant Therapist/Scientist in Speech & Language Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Allied health professionals,Consultant Therapist/Scientist,Speech & Language Therapy,True
SAK,Consultant Therapist/Scientist in Multi-therapies,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Multi-therapies,True
SAL,Consultant Therapist/Scientist in Applied Psychology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Applied Psychology,True
SAM,Consultant Therapist/Scientist in Psychological Therapy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Psychological Therapy,True
SAN,Consultant Therapist/Scientist in Medical Physics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Medical Physics,False
SAP,Consultant Therapist/Scientist in Pharmacy,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Pharmacy,True
SAQ,Consultant Therapist/Scientist in Pathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Pathology,False
SAR,Consultant Therapist/Scientist in Dental,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Dental,True
SAT,Consultant Therapist/Scientist in Operating Theatres,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Operating Theatres,False
SAU,Consultant Therapist/Scientist in Social Services,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Social Services,False
SAW,Consultant Therapist/Scientist in Optometry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Optometry,True
SAX,Consultant Therapist/Scientist in Other ST&T Staff,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff","Other scientific, therapeutic & technical staff",Consultant Therapist/Scientist,Other ST&T Staff,True
T0A,Healthcare Scientist Manager in Clinical Biochemistry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Clinical Biochemistry,False
T0B,Healthcare Scientist Manager in Cyto/Histopathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Cyto/Histopathology,False
T0C,Healthcare Scientist Manager in Genetics (T0C),Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Genetics,False
T0D,Healthcare Scientist Manager in Haematology including Transfusion Science,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Haematology including Transfusion Science,False
T0E,Healthcare Scientist Manager in Microbiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Microbiology,False
T0F,Healthcare Scientist Manager in Other Life Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Other Life Sciences,False
T0G,Healthcare Scientist Manager in Audiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Audiology,False
T0H,Healthcare Scientist Manager in Cardiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Cardiology,False
T0J,Healthcare Scientist Manager in Renal Dialysis,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Renal Dialysis,False
T0K,Healthcare Scientist Manager in Respiratory Physiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Respiratory Physiology,False
T0L,Healthcare Scientist Manager in Neuro-physiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Neuro-physiology,False
T0M,Healthcare Scientist Manager in Other Physiological Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Other Physiological Sciences,False
T0N,Healthcare Scientist Manager in Rehabilitation Engineering,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Rehabilitation Engineering,False
T0P,Healthcare Scientist Manager in Nuclear Medicine & Diagnostic Radiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Nuclear Medicine & Diagnostic Radiology,False
T0Q,Healthcare Scientist Manager in Radiotherapy Physics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Radiotherapy Physics,False
T0R,Healthcare Scientist Manager in Equipment Management & Development,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Equipment Management & Development,False
T0S,Healthcare Scientist Manager in Maxillofacial Prosthetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Maxillofacial Prosthetics,False
T0T,Healthcare Scientist Manager in Other Physical Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Other Physical Sciences,False
T0U,Healthcare Scientist Manager in Other Healthcare Science Professions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Healthcare Scientist Manager,Other Healthcare Science Professions,False
T1A,Clinical Scientist (Grade A & B) in Clinical Biochemistry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Clinical Biochemistry,False
T1B,Clinical Scientist (Grade A & B) in Cyto/Histopathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Cyto/Histopathology,False
T1C,Clinical Scientist (Grade A & B) in Genetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Genetics,False
T1D,Clinical Scientist (Grade A & B) in Haematology including Transfusion Science,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Haematology including Transfusion Science,False
T1E,Clinical Scientist (Grade A & B) in Microbiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Microbiology,False
T1F,Clinical Scientist (Grade A & B) in Other Life Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Other Life Sciences,False
T1G,Clinical Scientist (Grade A & B) in Audiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Audiology,False
T1H,Clinical Scientist (Grade A & B) in Cardiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Cardiology,False
T1J,Clinical Scientist (Grade A & B) in Renal Dialysis,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Renal Dialysis,False
T1K,Clinical Scientist (Grade A & B) in Respiratory Physiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Respiratory Physiology,False
T1L,Clinical Scientist (Grade A & B) in Neuro-physiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Neuro-physiology,False
T1M,Clinical Scientist (Grade A & B) in Other Physiological Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Other Physiological Sciences,False
T1N,Clinical Scientist (Grade A & B) in Rehabilitation Engineering,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Rehabilitation Engineering,False
T1P,Clinical Scientist (Grade A & B) in Nuclear Medicine & Diagnostic Radiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Nuclear Medicine & Diagnostic Radiology,False
T1Q,Clinical Scientist (Grade A & B) in Radiotherapy Physics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Radiotherapy Physics,False
T1R,Clinical Scientist (Grade A & B) in Equipment Management & Development,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Equipment Management & Development,False
T1S,Clinical Scientist (Grade A & B) in Maxillofacial Prosthetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Maxillofacial Prosthetics,False
T1T,Clinical Scientist (Grade A & B) in Other Physical Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Other Physical Sciences,False
T1U,Clinical Scientist (Grade A & B) in Other Healthcare Science Professions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Clinical Scientist (Grade A & B),Other Healthcare Science Professions,False
T2A,Advanced Practitioner Biomedical Scientist in Clinical Biochemistry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Advanced Practitioner Biomedical Scientist,Clinical Biochemistry,False
T2B,Advanced Practitioner Biomedical Scientist in Cyto/Histopathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Advanced Practitioner Biomedical Scientist,Cyto/Histopathology,False
T2C,Advanced Practitioner Biomedical Scientist in Genetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Advanced Practitioner Biomedical Scientist,Genetics,False
T2D,Advanced Practitioner Biomedical Scientist in Haematology including Transfusion Science,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Advanced Practitioner Biomedical Scientist,Haematology including Transfusion Science,False
T2E,Advanced Practitioner Biomedical Scientist in Microbiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Advanced Practitioner Biomedical Scientist,Microbiology,False
T2F,Advanced Practitioner Biomedical Scientist in Other Life Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Advanced Practitioner Biomedical Scientist,Other Life Sciences,False
T2U,Advanced Practitioner Biomedical Scientist in Other Healthcare Science Professions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Advanced Practitioner Biomedical Scientist,Other Healthcare Science Professions,False
T3A,MLSO/Biomedical Scientist in Clinical Biochemistry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MLSO/Biomedical Scientist,Clinical Biochemistry,False
T3B,MLSO/Biomedical Scientist in Cyto/Histopathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MLSO/Biomedical Scientist,Cyto/Histopathology,False
T3C,MLSO/Biomedical Scientist in Genetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MLSO/Biomedical Scientist,Genetics,False
T3D,MLSO/Biomedical Scientist in Haematology including Transfusion Science,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MLSO/Biomedical Scientist,Haematology including Transfusion Science,False
T3E,MLSO/Biomedical Scientist in Microbiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MLSO/Biomedical Scientist,Microbiology,False
T3F,MLSO/Biomedical Scientist in Other Life Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MLSO/Biomedical Scientist,Other Life Sciences,False
T3U,MLSO/Biomedical Scientist in Other Healthcare Science Professions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MLSO/Biomedical Scientist,Other Healthcare Science Professions,False
T4A,MTO/Technician in Clinical Biochemistry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Clinical Biochemistry,False
T4B,MTO/Technician in Cyto/Histopathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Cyto/Histopathology,False
T4C,MTO/Technician in Genetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Genetics,False
T4D,MTO/Technician in Haematology including Transfusion Science,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Haematology including Transfusion Science,False
T4E,MTO/Technician in Microbiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Microbiology,False
T4F,MTO/Technician in Other Life Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Other Life Sciences,False
T4G,MTO/Technician in Audiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Audiology,False
T4H,MTO/Technician in Cardiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Cardiology,False
T4J,MTO/Technician in Renal Dialysis,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Renal Dialysis,False
T4K,MTO/Technician in Respiratory Physiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Respiratory Physiology,False
T4L,MTO/Technician in Neuro-physiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Neuro-physiology,False
T4M,MTO/Technician in Other Physiological Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Other Physiological Sciences,False
T4N,MTO/Technician in Rehabilitation Engineering,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Rehabilitation Engineering,False
T4P,MTO/Technician in Nuclear Medicine & Diagnostic Radiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Nuclear Medicine & Diagnostic Radiology,False
T4Q,MTO/Technician in Radiotherapy Physics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Radiotherapy Physics,False
T4R,MTO/Technician in Equipment Management & Development,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Equipment Management & Development,False
T4S,MTO/Technician in Maxillofacial Prosthetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Maxillofacial Prosthetics,False
T4T,MTO/Technician in Other Physical Sciences,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Other Physical Sciences,False
T4U,MTO/Technician in Other Healthcare Science Professions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,MTO/Technician,Other Healthcare Science Professions,False
T5B,Cyto-screener in Cyto/Histopathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Cyto-screener,Cyto/Histopathology,False
T5U,Cyto-screener in Other Healthcare Science Professions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Cyto-screener,Other Healthcare Science Professions,False
T6H,Perfusionist in Cardiology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Perfusionist,Cardiology,False
T6U,Perfusionist in Other Healthcare Science Professions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Perfusionist,Other Healthcare Science Professions,False
T7A,MLA/ATO/Assistant in Clinical Biochemistry,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Clinical Biochemistry,False
T7B,MLA/ATO/Assistant in Cyto/Histopathology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Cyto/Histopathology,False
T7C,MLA/ATO/Assistant in Genetics,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Genetics,False
T7D,MLA/ATO/Assistant in Haematology including Transfusion Science,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Haematology including Transfusion Science,False
T7E,MLA/ATO/Assistant in Microbiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Microbiology,False
T7F,MLA/ATO/Assistant in Other Life Sciences,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Other Life Sciences,False
T7G,MLA/ATO/Assistant in Audiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Audiology,False
T7H,MLA/ATO/Assistant in Cardiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Cardiology,False
T7J,MLA/ATO/Assistant in Renal Dialysis,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Renal Dialysis,False
T7K,MLA/ATO/Assistant in Respiratory Physiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Respiratory Physiology,False
T7L,MLA/ATO/Assistant in Neuro-physiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Neuro-physiology,False
T7M,MLA/ATO/Assistant in Other Physiological Sciences,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Other Physiological Sciences,False
T7N,MLA/ATO/Assistant in Rehabilitation Engineering,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Rehabilitation Engineering,False
T7P,MLA/ATO/Assistant in Nuclear Medicine & Diagnostic Radiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Nuclear Medicine & Diagnostic Radiology,False
T7Q,MLA/ATO/Assistant in Radiotherapy Physics,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Radiotherapy Physics,False
T7R,MLA/ATO/Assistant in Equipment Management & Development,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Equipment Management & Development,False
T7S,MLA/ATO/Assistant in Maxillofacial Prosthetics,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Maxillofacial Prosthetics,False
T7T,MLA/ATO/Assistant in Other Physical Sciences,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Other Physical Sciences,False
T7U,MLA/ATO/Assistant in Other Healthcare Science Professions,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,MLA/ATO/Assistant,Other Healthcare Science Professions,False
T8A,Student/Trainee in Clinical Biochemistry,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Clinical Biochemistry,False
T8B,Student/Trainee in Cyto/Histopathology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Cyto/Histopathology,False
T8C,Student/Trainee in Genetics,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Genetics,False
T8D,Student/Trainee in Haematology including Transfusion Science,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Haematology including Transfusion Science,False
T8E,Student/Trainee in Microbiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Microbiology,False
T8F,Student/Trainee in Other Life Sciences,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Other Life Sciences,False
T8G,Student/Trainee in Audiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Audiology,False
T8H,Student/Trainee in Cardiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Cardiology,False
T8J,Student/Trainee in Renal Dialysis,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Renal Dialysis,False
T8K,Student/Trainee in Respiratory Physiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Respiratory Physiology,False
T8L,Student/Trainee in Neuro-physiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Neuro-physiology,False
T8M,Student/Trainee in Other Physiological Sciences,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Other Physiological Sciences,False
T8N,Student/Trainee in Rehabilitation Engineering,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Rehabilitation Engineering,False
T8P,Student/Trainee in Nuclear Medicine & Diagnostic Radiology,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Nuclear Medicine & Diagnostic Radiology,False
T8Q,Student/Trainee in Radiotherapy Physics,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Radiotherapy Physics,False
T8R,Student/Trainee in Equipment Management & Development,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Equipment Management & Development,False
T8S,Student/Trainee in Maxillofacial Prosthetics,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Maxillofacial Prosthetics,False
T8T,Student/Trainee in Other Physical Sciences,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Other Physical Sciences,False
T8U,Student/Trainee in Other Healthcare Science Professions,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Student/Trainee,Other Healthcare Science Professions,False
TAA,Consultant Clinical Scientist (Grade C) in Clinical Biochemistry,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Consultant Clinical Scientist (Grade C),Clinical Biochemistry,False
TAB,Consultant Clinical Scientist (Grade C) in Cyto/Histopathology,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Consultant Clinical Scientist (Grade C),Cyto/Histopathology,False
TAC,Consultant Clinical Scientist (Grade C) in Genetics,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Consultant Clinical Scientist (Grade C),Genetics,False
TAD,Consultant Clinical Scientist (Grade C) in Haematology including Transfusion Science,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Healthcare scientists,Consultant Clinical Scientist (Grade C),Haematology including Transfusion Science,False
